"";"ApplicationNumber";"Mark";"MarkCurrentStatusCode";"ApplicationDate";"ExpiryDate";"DEPOSANT";"DEPOTIT";"MarkFeature";"url";"search";"FranceX";"depo";"titulaire"
"1";"5049895";"équipe de france de la gastronomie";"Demande publiée";20240424;20340424;"etat francais représenté par la préfète de région auvergne-rhône-alpes";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR5049895";"France;EtatFrançais";"[de|en|la] France";"etat francais représenté par la préfète de région auvergne-rhône-alpes NA";"Etat Français"
"2";"4965496";"france vae";"Marque enregistrée";20230531;20330531;"etat français, représenté par le ministre du travail, du plein emploi et de l&apos;insertion - délégation générale à l&apos;emploi et à la formation professionnelle (dgefp)";NA;"Figurative";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4965496";"France;EtatFrançais";"France X";"etat français, représenté par le ministre du travail, du plein emploi et de l&apos;insertion - délégation générale à l&apos;emploi et à la formation professionnelle (dgefp) NA";"Etat Français"
"3";"4937978";"grand site de france bibracte - morvan des sommets";"Marque enregistrée";20230216;20330216;"bibracte etablissement public de cooperation culturelle";NA;"Figurative";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4937978";"France;EtablissementPublic";"[de|en|la] France";"bibracte etablissement public de cooperation culturelle NA";"Etablissement public"
"4";"4920621";"france nation verte agir.mobiliser.accélérer";"Marque enregistrée";20221212;20321212;"etat français, représenté par le premier ministre - secrétariat général à la planification écologique (sgpe)";NA;"Figurative";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4920621";"France;EtatFrançais";"France X";"etat français, représenté par le premier ministre - secrétariat général à la planification écologique (sgpe) NA";"Etat Français"
"5";"4916861";"france 2030";"Marque enregistrée";20221128;20321128;"etat français représenté par le premier ministre - service d&apos;information du gouvernement (sig)";NA;"Figurative";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4916861";"France;EtatFrançais";"France X";"etat français représenté par le premier ministre - service d&apos;information du gouvernement (sig) NA";"Etat Français"
"6";"4798705";"france rénov&apos;";"Marque enregistrée";20210910;20310910;"etat français représenté par le ministre de la transition écologique";NA;"Figurative";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4798705";"France;EtatFrançais";"France X";"etat français représenté par le ministre de la transition écologique NA";"Etat Français"
"7";"4733300";"france sesame";"Marque enregistrée";20210216;20310216;"etat français représenté par le ministre de l&apos;economie, des finances et de la relance - dgddi";NA;"Figurative";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4733300";"France;EtatFrançais";"France X";"etat français représenté par le ministre de l&apos;economie, des finances et de la relance - dgddi NA";"Etat Français"
"8";"4709604";"france transfert";"Marque enregistrée";20201207;20301207;"etat français représenté par le premier ministre";NA;"Figurative";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4709604";"France;EtatFrançais";"France X";"etat français représenté par le premier ministre NA";"Etat Français"
"9";"4593219";"france identité numérique";"Marque enregistrée";20191023;20291023;"etat français représenté par le ministre de l&apos;intérieur";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4593219";"France;EtatFrançais";"France X";"etat français représenté par le ministre de l&apos;intérieur NA";"Etat Français"
"10";"4581205";"experience france";"Marque enregistrée";20190912;20290912;"etat français représenté par le premier ministre - service d&apos;information du gouvernement (sig)";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4581205";"France;EtatFrançais";"X France";"etat français représenté par le premier ministre - service d&apos;information du gouvernement (sig) NA";"Etat Français"
"11";"4570443";"partner with france";"Marque enregistrée";20190724;20290724;"etat français représenté par le premier ministre - service d&apos;information du gouvernement (sig)";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4570443";"France;EtatFrançais";"X France";"etat français représenté par le premier ministre - service d&apos;information du gouvernement (sig) NA";"Etat Français"
"12";"4548531";"les chantiers de france";"Marque enregistrée";20190503;20290503;"etat français représenté par le ministre du travail - délégation à l&apos;information et à la communication";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4548531";"France;EtatFrançais";"[de|en|la] France";"etat français représenté par le ministre du travail - délégation à l&apos;information et à la communication NA";"Etat Français"
"13";"4544937";"patrimoine culturel immatériel en france connaître, pratiquer, transmettre";"Marque enregistrée";20190419;20290419;"etat français, représenté par le ministre de la culture";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4544937";"France;EtatFrançais";"[de|en|la] France";"etat français, représenté par le ministre de la culture NA";"Etat Français"
"14";"4527003";"french mobility france mobilites";"Marque enregistrée";20190220;20290220;"etat français représenté par le ministre de la transition écologique et solidaire";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4527003";"France;EtatFrançais";"Autre France";"etat français représenté par le ministre de la transition écologique et solidaire NA";"Etat Français"
"15";"4508873";"g7 france";"Marque enregistrée";20181217;20281217;"etat français représenté par le ministre de l&apos;europe et des affaires étrangères";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4508873";"France;EtatFrançais";"X France";"etat français représenté par le ministre de l&apos;europe et des affaires étrangères NA";"Etat Français"
"16";"4501168";"ihu france";"Marque enregistrée";20181119;20281119;"etat français représenté par le premier ministre - secrétariat général pour l&apos;investissement (sgpi)";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4501168";"France;EtatFrançais";"X France";"etat français représenté par le premier ministre - secrétariat général pour l&apos;investissement (sgpi) NA";"Etat Français"
"17";"4490415";"g7 france";"Marque enregistrée";20181011;20281011;"etat français représenté par le ministre de l&apos;europe et des affaires étrangères";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4490415";"France;EtatFrançais";"X France";"etat français représenté par le ministre de l&apos;europe et des affaires étrangères NA";"Etat Français"
"18";"4490409";"sommet g7 france";"Marque enregistrée";20181011;20281011;"etat français représenté par le minitre de l&apos;europe et des affaires étrangères";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4490409";"France;EtatFrançais";"X France";"etat français représenté par le minitre de l&apos;europe et des affaires étrangères NA";"Etat Français"
"19";"4438645";"france education";"Marque enregistrée";20180320;20280320;"etat français, représenté par le ministre de l&apos;europe et des affaires étrangères";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4438645";"France;EtatFrançais";"France X";"etat français, représenté par le ministre de l&apos;europe et des affaires étrangères NA";"Etat Français"
"20";"4415162";"france.fr";"Marque enregistrée";20171222;20271222;"atout france, agence francaise de developpement touristique";"etat français, représenté par le ministre de l&apos;economie et des finances";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4415162";"France;EtatFrançais";"France X";"atout france, agence francaise de developpement touristique etat français, représenté par le ministre de l&apos;economie et des finances";"Etat Français"
"21";"4405442";"france intelligence artificielle";"Marque enregistrée";20171117;20271117;"etat français, représenté par le ministre de l&apos;economie et des finances";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4405442";"France;EtatFrançais";"France X";"etat français, représenté par le ministre de l&apos;economie et des finances NA";"Etat Français"
"22";"4401327";"france num";"Marque enregistrée";20171103;20271103;"etat français, représenté par le ministre de l&apos;economie et des finances";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4401327";"France;EtatFrançais";"France X";"etat français, représenté par le ministre de l&apos;economie et des finances NA";"Etat Français"
"23";"4401331";"[n] france num";"Marque enregistrée";20171103;20271103;"etat français, représenté par le ministre de l&apos;economie et des finances";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4401331";"France;EtatFrançais";"Autre France";"etat français, représenté par le ministre de l&apos;economie et des finances NA";"Etat Français"
"24";"4380257";"salon <<terroirs et saveurs de france>>";"Marque enregistrée";20170731;20270731;"chambre de commerce et d&apos;industrie de region hauts-de-france, etablissement public administratif";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4380257";"France;EtablissementPublic";"[de|en|la] France";"chambre de commerce et d&apos;industrie de region hauts-de-france, etablissement public administratif NA";"EPA"
"25";"4372598";"what the france";"Marque enregistrée";20170629;20270629;"bureau export de la musique francaise, association";"centre national de la musique, etablissement public à caractère industriel et commercial";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4372598";"France;EtablissementPublic";"X France";"bureau export de la musique francaise, association centre national de la musique, etablissement public à caractère industriel et commercial";"EPIC"
"26";"4358786";"commercant haut-de-france";"Marque enregistrée";20170503;20270503;"chambre de commerce et d&apos;industrie de region hauts-de-france, etablissement public à caractère administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4358786";"France;EtablissementPublic";"X France";"chambre de commerce et d&apos;industrie de region hauts-de-france, etablissement public à caractère administratif NA";"EPA"
"27";"4350867";"international academy lille nord de france";"Marque ayant fait l&apos;objet d&apos;un retrait total";20170331;NA;"communauté d&apos;universités et etablissements lille nord de france, etablissement public à caractère scientifique, culturel et professionnel";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4350867";"France;EtablissementPublic";"[de|en|la] France";"communauté d&apos;universités et etablissements lille nord de france, etablissement public à caractère scientifique, culturel et professionnel NA";"EPSCP"
"28";"4323381";"france tourisme lab";"Marque enregistrée";20161219;20261219;"etat français, représenté par le ministre de l&apos;economie et des finances - direction générale des entreprises (dge), etat français";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4323381";"France;EtatFrançais";"France X";"etat français, représenté par le ministre de l&apos;economie et des finances - direction générale des entreprises (dge), etat français NA";"Etat Français"
"29";"4307004";"saveurs des hauts-de -france";"Marque enregistrée";20161013;20261013;"chambre d&apos;agriculture nord pas de calais, etablissement public";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4307004";"France;EtablissementPublic";"X France";"chambre d&apos;agriculture nord pas de calais, etablissement public NA";"Etablissement public"
"30";"4290054";"santé armées france";"Marque enregistrée";20160727;20260727;"l&apos;etat francais, représenté par le service de santé des armées, etat français, dcssa fort neuf de vincennes";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4290054";"France;EtatFrançais";"X France";"l&apos;etat francais, représenté par le service de santé des armées, etat français, dcssa fort neuf de vincennes NA";"Etat Français"
"31";"4283573";"fe france experimentation";"Marque enregistrée";20160628;20260628;"état français, représenté par le ministre de l&apos;économie, de l&apos;industrie et du numérique, état";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4283573";"France;EtatFrançais";"Autre France";"état français, représenté par le ministre de l&apos;économie, de l&apos;industrie et du numérique, état NA";"Etat Français"
"32";"4255093";"osez nord de france";"Marque enregistrée";20160308;20260308;"chambre de commerce et d&apos;industrie de l&apos;oise, etablissement public administratif";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4255093";"France;EtablissementPublic";"[de|en|la] France";"chambre de commerce et d&apos;industrie de l&apos;oise, etablissement public administratif NA";"EPA"
"33";"4241956";"les rencontres de santé publique france";"Marque enregistrée";20160120;20260120;"institut de veille sanitaire, etablissement public de l&apos;etat";"agence nationale de santé publique";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4241956";"France;EtablissementPublic";"X France";"institut de veille sanitaire, etablissement public de l&apos;etat agence nationale de santé publique";"Etablissement public"
"34";"4239236";"cci entreprendre en france";"Marque enregistrée";20160108;20260108;"cci entreprendre en france";"cci france, etablissement public à caractère administratif de l&apos;etat";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4239236";"France;EtablissementPublic";"[de|en|la] France";"cci entreprendre en france cci france, etablissement public à caractère administratif de l&apos;etat";"EPA"
"35";"4230643";"santé publique france";"Marque enregistrée";20151202;20251202;"institut de veille sanitaire, etablissement public de l&apos;état";"agence nationale de santé publique";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4230643";"France;EtablissementPublic";"X France";"institut de veille sanitaire, etablissement public de l&apos;état agence nationale de santé publique";"Etablissement public"
"36";"4232477";"le bleuet de france";"Marque enregistrée";20151125;20251125;"office national des invalides et victimes de guerre, etablissement public administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4232477";"France;EtablissementPublic";"[de|en|la] France";"office national des invalides et victimes de guerre, etablissement public administratif NA";"EPA"
"37";"4232478";"le bleuet de france aidons ceux qui restent";"Marque enregistrée";20151125;20251125;"office national des invalides et victimes de guerre, etablissement public administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4232478";"France;EtablissementPublic";"[de|en|la] France";"office national des invalides et victimes de guerre, etablissement public administratif NA";"EPA"
"38";"4227473";"france l art des rencontres";"Marque enregistrée";20151120;20251120;"etat français, représenté par le directeur du service d&apos;information du gouvernement, etat";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4227473";"France;EtatFrançais";"France X";"etat français, représenté par le directeur du service d&apos;information du gouvernement, etat NA";"Etat Français"
"39";"4200960";"creative france";"Marque enregistrée";20150731;20250731;"business france, etablissement public à caractère industriel et commercial";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4200960";"France;EtablissementPublic";"X France";"business france, etablissement public à caractère industriel et commercial NA";"EPIC"
"40";"4180561";"espace france";"Marque enregistrée";20150511;20250511;"etat français représente par le ministère de la ville, de la jeunesse et des sports";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4180561";"France;EtatFrançais";"X France";"etat français représente par le ministère de la ville, de la jeunesse et des sports NA";"Etat Français"
"41";"4173588";"ig indication géographique france";"Marque ayant fait l&apos;objet d&apos;une renonciation totale";20150415;NA;"etat français, représenté par le ministre de l&apos;economie, de l&apos;industrie et du numérique (etat), direction générale des entreprises";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4173588";"France;EtatFrançais";"X France";"etat français, représenté par le ministre de l&apos;economie, de l&apos;industrie et du numérique (etat), direction générale des entreprises NA";"Etat Français"
"42";"4156985";"santé publique france";"Marque enregistrée";20150213;20250213;"institut de veille sanitaire, etablissement public de l&apos;etat";"agence nationale de santé publique";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4156985";"France;EtablissementPublic";"X France";"institut de veille sanitaire, etablissement public de l&apos;etat agence nationale de santé publique";"Etablissement public"
"43";"4143267";"expertise france";"Demande totalement rejetée";20141219;NA;"état français, représenté par le ministre de l&apos;économie, de l&apos;industrie et du numérique, état";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4143267";"France;EtatFrançais";"X France";"état français, représenté par le ministre de l&apos;économie, de l&apos;industrie et du numérique, état NA";"Etat Français"
"44";"4141912";"le bleuet de france";"Marque enregistrée";20141211;20241211;"office national des anciens combattants et victimes de guerre, etablissement public administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4141912";"France;EtablissementPublic";"[de|en|la] France";"office national des anciens combattants et victimes de guerre, etablissement public administratif NA";"EPA"
"45";"4141913";"le bleuet de france aidons ceux qui restent";"Marque enregistrée";20141211;20241211;"office national des anciens combattants et victimes de guerre, etablissement public administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4141913";"France;EtablissementPublic";"[de|en|la] France";"office national des anciens combattants et victimes de guerre, etablissement public administratif NA";"EPA"
"46";"4151769";"la france s&apos;engage";"Marque enregistrée";20141204;20241204;"etat français représenté par le ministère de la ville, de la jeunesse et des sports";"fondation la france s&apos;engage, fondation reconnue d&apos;utilité publique autorisée par arrêté ministériel publié au jo du 30 mars 2017";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4151769";"France;EtatFrançais";"Autre France";"etat français représenté par le ministère de la ville, de la jeunesse et des sports fondation la france s&apos;engage, fondation reconnue d&apos;utilité publique autorisée par arrêté ministériel publié au jo du 30 mars 2017";"Etat Français"
"47";"4130084";"business france";"Marque enregistrée";20141030;20241030;"ubifrance, etablissement public à caractère industriel et commercial";"business france";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4130084";"France;EtablissementPublic";"X France";"ubifrance, etablissement public à caractère industriel et commercial business france";"EPIC"
"48";"4118579";"mt180 france";"Marque enregistrée";20140917;20240917;"conférence des présidents d&apos;université, association,cnrs, établissement public à caractère scientifique et technologique";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4118579";"France;EtablissementPublic";"X France";"conférence des présidents d&apos;université, association,cnrs, établissement public à caractère scientifique et technologique NA";"EPST"
"49";"4113473";"gout de france good";"Marque enregistrée";20140826;20240826;"de gustibus, société à responsabilité limitée";"etat français, représenté par le ministre de l&apos;europe et des affaires étrangères";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4113473";"France;EtatFrançais";"[de|en|la] France";"de gustibus, société à responsabilité limitée etat français, représenté par le ministre de l&apos;europe et des affaires étrangères";"Etat Français"
"50";"4088744";"concours france tech";"Marque enregistrée";20140506;20240506;"institut mines telecom, etablissement public national à caractère scientifique, culturel et professionnel";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4088744";"France;EtablissementPublic";"Autre France";"institut mines telecom, etablissement public national à caractère scientifique, culturel et professionnel NA";"EPSCP"
"51";"4081479";"france tres haut debit republique francaise";"Marque enregistrée";20140404;20240404;"etat français, représenté par le ministre de l&apos;économie, du redressement productif et du numérique, etat";"agence nationale de la cohesion des territoires (anct), etablissement public de l&apos;etat créé par la loi n° 2019-753 du 22 juillet 2019";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4081479";"France;EtatFrançais;EtablissementPublic";"Français[e]";"etat français, représenté par le ministre de l&apos;économie, du redressement productif et du numérique, etat agence nationale de la cohesion des territoires (anct), etablissement public de l&apos;etat créé par la loi n° 2019-753 du 22 juillet 2019";"Etat Français"
"52";"4073606";"cci france international";"Marque enregistrée";20140228;20240228;"assemblée des chambres françaises de commerce et d&apos;industrie (acfci) dénommée cci france, etablissement public de l&apos;etat";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4073606";"France;EtablissementPublic";"Autre France";"assemblée des chambres françaises de commerce et d&apos;industrie (acfci) dénommée cci france, etablissement public de l&apos;etat NA";"Etablissement public"
"53";"4069372";"france international entrepreneurs";"Marque enregistrée";20140217;20240217;"etat français, représenté par le ministre du commerce extérieur, etat, service de la communication, télédoc 536";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4069372";"France;EtatFrançais";"France X";"etat français, représenté par le ministre du commerce extérieur, etat, service de la communication, télédoc 536 NA";"Etat Français"
"54";"4061067";"france stratégie";"Marque renouvelée";20140116;20340116;"etat français représenté par le premier ministre (france stratégie)";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4061067";"France;EtatFrançais";"France X";"etat français représenté par le premier ministre (france stratégie) NA";"Etat Français"
"55";"4058601";"france 1964 - 2014 chine";"Marque enregistrée";20140106;20240106;"institut francais, etablissement public local à caractère industriel ou commercial";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4058601";"France;EtablissementPublic";"France X";"institut francais, etablissement public local à caractère industriel ou commercial NA";"Etablissement public"
"56";"4052801";"anrs france recherche nord & sud sida-hiv hépatites";"Marque enregistrée";20131206;20231206;"institut national de la sante et de la recherche medicale (inserm), etablissement public national à caractère administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4052801";"France;EtablissementPublic";"Autre France";"institut national de la sante et de la recherche medicale (inserm), etablissement public national à caractère administratif NA";"EPA"
"57";"4046557";"communaute de communes coeur de france";"Marque enregistrée";20131106;20231106;"communauté de communes coeur de france, établissement public de coopération intercommunale";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4046557";"France;EtablissementPublic";"[de|en|la] France";"communauté de communes coeur de france, établissement public de coopération intercommunale NA";"EPCI"
"58";"4044754";"france université numérique";"Marque enregistrée";20131015;20231015;"etat français, representé par le ministre de l&apos;enseignement supérieur et de la recherche, depcom";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4044754";"France;EtatFrançais";"France X";"etat français, representé par le ministre de l&apos;enseignement supérieur et de la recherche, depcom NA";"Etat Français"
"59";"4029402";"commercant nord de france qualite-proximite";"Marque enregistrée";20130902;20230902;"cci de région nord de france, etablissement public de l&apos;état";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4029402";"France;EtablissementPublic";"[de|en|la] France";"cci de région nord de france, etablissement public de l&apos;état NA";"Etablissement public"
"60";"4020456";"impact france-rdc";"Marque enregistrée";20130712;20230712;"etat francais représente par l&apos;institut français de kinshasa (représentation diplomatique)";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4020456";"France;EtatFrançais";"Autre France";"etat francais représente par l&apos;institut français de kinshasa (représentation diplomatique) NA";"Etat Français"
"61";"3982661";"grand site de france saint guilhem le désert gorges de l&apos;hérault";"Marque expirée";20130214;20230214;"communauté de communes vallée de l&apos;hérault, etablissement public de coopération intercommunale";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3982661";"France;EtablissementPublic";"[de|en|la] France";"communauté de communes vallée de l&apos;hérault, etablissement public de coopération intercommunale NA";"EPCI"
"62";"3976103";"marque-france";"Marque expirée";20130121;20230121;"etat français, représenté par le ministre du redressement productif, etat";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3976103";"France;EtatFrançais";"X France";"etat français, représenté par le ministre du redressement productif, etat NA";"Etat Français"
"63";"3963758";"hopital universitaire de france";"Marque expirée";20121122;20221122;"centre hospitalier régional universitairede brest, établissement public de santé";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3963758";"France;EtablissementPublic";"[de|en|la] France";"centre hospitalier régional universitairede brest, établissement public de santé NA";"Etablissement public"
"64";"3963759";"hopital public universitaire de france";"Marque expirée";20121122;20221122;"centre hospitalier régional universitaire de brest, établissement public de santé";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3963759";"France;EtablissementPublic";"[de|en|la] France";"centre hospitalier régional universitaire de brest, établissement public de santé NA";"Etablissement public"
"65";"3951276";"bio sud ouest france";"Marque renouvelée";20121005;20321005;"region aquitaine, collectivité territoriale de l&apos;etat français,region midi-pyrenees, collectivité territoriale de l&apos;etat français";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3951276";"France;EtatFrançais";"X France";"region aquitaine, collectivité territoriale de l&apos;etat français,region midi-pyrenees, collectivité territoriale de l&apos;etat français NA";"Etat Français"
"66";"3945098";"world wide web 2012 lyon – france";"Marque expirée";20120911;20220911;"université de lyon, etablissement public";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3945098";"France;EtablissementPublic";"X France";"université de lyon, etablissement public NA";"Etablissement public"
"67";"3931396";"valloire savoie galibier france";"Marque expirée";20120703;20220703;"office de tourisme, etablissement public local";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3931396";"France;EtablissementPublic";"X France";"office de tourisme, etablissement public local NA";"Etablissement public"
"68";"3921927";"france sport événements";"Marque expirée";20120523;20220523;"cnds, établissement public administratif";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3921927";"France;EtablissementPublic";"France X";"cnds, établissement public administratif NA";"EPA"
"69";"3921930";"france sport associations";"Marque expirée";20120523;20220523;"cnds, établissement public administratif";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3921930";"France;EtablissementPublic";"France X";"cnds, établissement public administratif NA";"EPA"
"70";"3921931";"france sport equipements";"Marque expirée";20120523;20220523;"cnds, établissement public administratif";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3921931";"France;EtablissementPublic";"France X";"cnds, établissement public administratif NA";"EPA"
"71";"3917948";"sciences po france";"Marque expirée";20120430;20220430;"institut d&apos;etudes politiques de lyon, établissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, établissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, etablissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, etablissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, etablissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, institut interne à l&apos;université de strasbourg";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3917948";"France;EtablissementPublic";"X France";"institut d&apos;etudes politiques de lyon, établissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, établissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, etablissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, etablissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, etablissement public d&apos;enseignement supérieur à caractère administratif,institut d&apos;etudes politiques, institut interne à l&apos;université de strasbourg NA";"EPA"
"72";"3907005";"cci de france";"Marque renouvelée";20120320;20320320;"cci france, etablissement public administratif";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3907005";"France;EtablissementPublic";"[de|en|la] France";"cci france, etablissement public administratif NA";"EPA"
"73";"3907006";"cci france";"Marque renouvelée";20120320;20320320;"cci france, etablissement public administratif";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3907006";"France;EtablissementPublic";"X France";"cci france, etablissement public administratif NA";"EPA"
"74";"3894899";"agenda 21 local france";"Marque expirée";20120130;20220130;"etat français représenté par le ministère du développement durable meddtl, ministère, direction de la communication";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3894899";"France;EtatFrançais";"X France";"etat français représenté par le ministère du développement durable meddtl, ministère, direction de la communication NA";"Etat Français"
"75";"3890463";"sud ouest france";"Marque renouvelée";20120120;20320120;"region occitanie, collectivité territoriale de l&apos;etat,region nouvelle-aquitaine, collectivité territoriale de l&apos;etat français";"region occitanie, collectivité territoriale de l&apos;etat français,region nouvelle-aquitaine, collectivité territoriale de l&apos;etat français";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3890463";"France;EtatFrançais";"X France";"region occitanie, collectivité territoriale de l&apos;etat,region nouvelle-aquitaine, collectivité territoriale de l&apos;etat français region occitanie, collectivité territoriale de l&apos;etat français,region nouvelle-aquitaine, collectivité territoriale de l&apos;etat français";"Etat Français"
"76";"3890445";"bio sud ouest france aquitaine & midi-pyrénées";"Marque expirée";20120120;20220120;"conseil regional d&apos;aquitaine, collectivité territoriale de l&apos;etat français,conseil regional midi-pyrenees, collectivité territoriale de l&apos;etat français";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3890445";"France;EtatFrançais";"Autre France";"conseil regional d&apos;aquitaine, collectivité territoriale de l&apos;etat français,conseil regional midi-pyrenees, collectivité territoriale de l&apos;etat français NA";"Etat Français"
